PassengerId,Age,CabinNum,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CryoSleep,VIP,Cabin_missing,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_Unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_Unknown,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,Side_P,Side_S,Side_Unknown,Transported
2887_01,1.0606064,-0.24836807,-0.33310467,-0.28102672,0.9606252,-0.21553917,-0.26035792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2888_01,2.9433753,0.020192515,1.0310526,-0.28102672,2.5560155,-0.27062592,-0.2630033,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2890_01,1.0606064,-0.9684218,-0.33310467,-0.06106041,-0.28357863,-0.26796043,2.7765152,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2890_02,0.5027488,-0.9684218,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2891_01,-0.7524306,-0.24642198,-0.32704848,0.2854962,-0.28357863,-0.27062592,-0.2621215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2892_01,-1.7984135,-0.22890717,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2892_02,-1.1708238,-0.22890717,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2892_03,-2.00761,-0.22890717,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2892_04,0.014623465,0.022138607,-0.33310467,0.54055685,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2892_05,-1.3800204,-0.22890717,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2893_01,-0.124840915,-0.22696108,0.70856035,-0.088634536,1.0191563,-0.27062592,-0.24624935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2894_01,-0.33403748,0.024084698,-0.33310467,-0.28102672,0.45725778,-0.05383295,-0.2621215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2897_01,0.64221317,-0.24447589,-0.33159062,-0.28102672,0.19804865,-0.27062592,0.22727008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2899_01,-0.055108726,0.026030788,0.45874244,-0.28102672,-0.28357863,0.59121495,-0.2630033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2900_01,-0.1945731,-1.141624,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2901_01,-0.891895,0.02797688,-0.33310467,-0.26849303,-0.28357863,-0.004077187,0.33749342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2901_02,-0.33403748,0.02797688,-0.33310467,-0.27977335,-0.24177071,-0.27062592,0.36041987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2902_01,0.29355222,-0.22501498,-0.14687677,0.19525363,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2905_01,-0.33403748,-0.2425298,0.4072648,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2906_01,0.014623465,-0.2405837,-0.33159062,-0.28102672,-0.061160475,-0.17822234,0.24314225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2907_01,-0.2643053,-0.06738159,-0.33310467,-0.27538657,3.0694168,-0.27062592,-0.25859436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2908_01,-2.00761,-0.23863761,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2908_02,-1.1010916,-0.0654355,0.64951247,-0.27977335,-0.28357863,-0.16045244,-0.1369078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2909_01,-1.5194848,-0.2211228,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2910_01,0.22382003,0.029922972,-0.33310467,-0.28102672,0.9472467,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2912_01,0.3632844,-0.7952197,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2913_01,1.4092673,0.03186906,-0.30130965,-0.2653596,2.2399476,-0.27062592,0.6558184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2919_01,0.9908741,-0.9547992,-0.31342202,1.046918,0.24320121,-0.27062592,-0.032856975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2919_02,-2.00761,-0.061543316,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2919_03,-1.589217,-0.061543316,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2920_01,-0.40376967,0.037707336,-0.33310467,-0.16885017,0.6679697,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2925_01,0.9908741,0.04354561,0.17561546,-0.2741332,1.0475857,-0.25729847,-0.2630033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2925_02,-0.40376967,0.04354561,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2926_01,0.9908741,-1.141624,0.92052704,-0.2653596,0.6278341,-0.17555687,-0.2630033,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2927_01,0.85140973,0.04743779,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2928_01,1.7579283,-0.96258354,-0.33310467,1.0111971,-0.280234,-0.25374448,1.1637275,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2928_02,1.5487317,-0.96258354,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2928_03,1.0606064,-0.96258354,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2929_01,1.3395351,-0.23279935,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2930_01,1.1303385,-0.21917671,-0.33310467,-0.27538657,-0.28357863,0.49081492,-0.2488947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2934_01,-0.61296624,-0.057651132,-0.33310467,0.15075901,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2935_01,0.29355222,-1.1377318,-0.33310467,-0.26347956,-0.28357863,5.8075733,0.21580686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
2936_01,-0.54323405,-0.23085326,-0.31039393,-0.2622262,-0.26518315,-0.26884893,0.07912993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2938_01,2.7341788,-0.9470148,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2940_01,-0.40376967,0.055222157,-0.32553443,-0.08800785,0.3234724,-0.26440644,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2941_01,-0.891895,-0.21333843,-0.2967675,-0.28102672,-0.26183853,0.36642554,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2942_01,0.4330166,-0.05570504,-0.03332316,-0.2534526,-0.121363886,-0.24397103,0.1867079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2943_01,-0.47350186,-0.21139234,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2944_01,1.5487317,-0.053758953,-0.009098396,-0.27914667,-0.25682157,0.23492816,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2944_02,-1.8681457,-0.22890717,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2944_03,0.014623465,-0.22890717,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2944_04,-2.00761,-0.22890717,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2945_01,0.71194535,-0.20944625,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2948_01,1.8276604,-0.9236617,-0.33310467,0.95416874,-0.15481022,0.24203613,0.6628727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2949_01,-0.47350186,-0.20360798,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2950_01,-0.61296624,0.05911434,0.13625021,-0.28102672,0.34186792,-0.27062592,-0.25859436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2953_01,-0.2643053,-0.7932736,-0.33310467,0.12067814,-0.28357863,-0.26884893,-0.2630033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2954_01,-0.7524306,0.06300652,0.022696612,-0.28102672,-0.11467462,-0.27062592,0.01564129,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2956_01,-0.055108726,-0.22696108,-0.32856253,-0.19266419,-0.28357863,-0.27062592,1.2263343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2958_01,-0.1945731,-0.04986677,2.4254906,-0.28102672,-0.27688935,-0.17555687,0.79866785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2959_01,-0.055108726,0.06495261,-0.33159062,-0.28102672,1.2766931,0.27491048,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2960_01,1.7579283,-0.047920678,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2961_01,1.8973926,0.0668987,-0.33310467,-0.24718575,-0.28357863,0.372645,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2962_01,-0.2643053,-0.79132754,1.5261463,-0.28102672,-0.062832795,-0.27062592,-0.2630033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2964_01,-0.1945731,-1.0735108,2.7706938,5.06146,-0.28357863,-0.030732058,0.29781303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2965_01,-1.0313594,0.068844795,-0.33310467,-0.28102672,0.90209407,-0.041394006,-0.26035792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2966_01,-0.54323405,-0.78938144,-0.33007658,-0.019699223,0.25657976,-0.27062592,-0.18893321,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2968_01,0.9908741,-0.1977697,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2969_01,0.572481,-0.19582361,0.0014999403,-0.28102672,-0.2300645,-0.23686306,0.19199862,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2970_01,-0.124840915,-1.141624,0.7872908,-0.22963859,-0.27354473,-0.27062592,-0.2621215,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2971_01,0.64221317,-1.1357857,-0.33310467,1.6836298,-0.28357863,-0.24752502,-0.26035792,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2972_01,-1.0313594,-0.78743535,-0.33310467,-0.28040004,2.12623,-0.27062592,-0.09546383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2975_01,-0.61296624,-0.044028495,-0.33310467,-0.28102672,0.69472677,-0.27062592,-0.2541854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2979_01,0.29355222,-0.96063745,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2982_01,0.29355222,-0.9256078,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2983_01,-1.1010916,-0.78548926,-0.33310467,-0.28102672,-0.23173681,-0.27062592,0.45124388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2984_01,0.572481,-0.9528531,-0.33310467,-0.14942294,-0.28357863,3.3846455,-0.2630033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2986_01,-0.9616272,-0.758244,8.313623,-0.28102672,3.923971,-0.27062592,0.9450444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2988_01,0.29355222,-1.0715647,0.26645833,0.52112967,-0.2718724,0.0030307793,4.0939045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2990_01,-0.33403748,-0.2230689,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2992_01,1.4092673,-0.03235195,-0.33310467,-0.28102672,-0.28357863,-0.12846659,0.20258006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2993_01,-0.33403748,-0.030405857,1.5624834,-0.27726662,-0.28357863,-0.16134094,0.35953808,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2994_01,-0.33403748,-0.7562979,-0.07117436,-0.28102672,-0.2601662,-0.27062592,0.26871407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2995_01,-0.1945731,-0.95869136,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2995_02,0.78167754,-0.95869136,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2996_01,0.15408784,0.07662916,-0.33310467,0.1018776,-0.280234,-0.26707193,-0.24360397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2998_01,1.2698029,-0.9217156,-0.33310467,3.0103211,-0.28357863,-0.16045244,0.001532704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3000_01,-0.6826984,0.07857525,0.7812346,-0.28102672,-0.28357863,-0.27062592,-0.2621215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3001_01,0.64221317,-0.9450687,-0.33310467,0.707255,-0.28357863,0.10698478,3.5807047,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3001_02,0.29355222,-0.9450687,-0.33310467,0.34628463,3.529304,-0.27062592,-0.23743148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3003_01,1.1303385,-0.9197695,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3004_01,-1.9378779,-0.2211228,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
3004_02,0.22382003,-0.028459765,-0.33310467,-0.24781245,-0.28357863,0.39041492,-0.2630033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3005_01,2.8736432,-0.026513673,-0.33310467,-0.28102672,-0.28357863,-0.27062592,-0.2630033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
